Pnum,BiasCondition,HarmCondition,ExplicitLowHarm,ExplicitHighHarm,ImplicitLowHarm,ImplicitHighHarm,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Accountability_4_REV,Accountability_5,Accountability_5_REV,Accountability_6,xAccountability,Concern_1,Concern_1_REV,Concern_2,Concern_2_REV,Concern_3,Concern_3_REV,Concern_4,Concern_5,Concern_6,Concern_7,xConcern,Reform_1,Reform_2,Reform_3,Reform_4,Reform_5,xReform,Punish_1,Punish_2,Punish_3,xPunish,BiasPercep_1,BiasPercep_2,BiasPercep_3,BiasPercep_3_REV,BiasPercep_4,xBiasPercep,Attribution,MCP_1,MCP_2,MCP_3,MCP_4,MCP_5,xEMS,MCP_6,MCP_7,MCP_7_REV,MCP_8,MCP_9,MCP_10,xIMS,BiasAware_1,BiasAware_2,BiasAware_3,BiasAware_4,BiasAware_4_REV,xBiasAware,IB_Know_1,IB_Know_2,IB_Know_3,xIBKnow,BiasDef,Job,MedicalProf,YearBorn,Age,Gender,Gender_Recoded,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT,White_Nonwhite,Cons,Lib,Lib_REV,xCons,Party,Party_TEXT,FESSUP,Suspicion,Feedback,Hype,Prev
334,0.5,0.5,0,0,0,1,2,6,7,2,6,6,2,6,4.83,6,2,2,6,2,6,6,7,7,7,5.86,5,6,6,7,6,6.00,6,6,5,5.67,3,5,5,3,5,4.00,4,7,6,6,6,6,6.20,7,1,7,7,7,6,6.80,3,3,3,3,5,3.50,7,6,6,6.33,1,sales,0,1985,31,2,0.50,1,0,0,0,0,0,,0.50,1,7,1.00,1.00,1,,1,0,,,2
335,0.5,0.5,0,0,0,1,6,5,5,5,3,5,3,7,4.83,5,3,5,3,6,2,7,6,6,6,4.71,5,5,5,6,5,5.20,6,6,6,6.00,3,3,3,5,3,3.50,5,5,5,5,5,5,5.00,5,5,3,5,5,5,4.60,5,5,5,6,2,4.25,5,5,5,5.00,3,gutter installer,0,1989,27,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,0,Thank you!,I think it was how aware of our own bias.,2
336,0.5,0.5,0,0,0,1,5,5,6,3,5,3,5,6,5.33,4,4,3,5,3,5,6,5,5,6,5.14,7,6,6,5,6,6.00,2,5,4,3.67,6,6,2,6,5,5.75,5,6,5,5,5,5,5.20,6,5,3,3,6,6,4.80,5,5,2,3,5,4.25,5,5,6,5.33,3,Nurse,1,1985,31,1,-0.50,1,0,0,0,0,0,,0.50,2,6,2.00,2.00,1,,1,0,none,My perception on medical biases made by doctors,2
337,0.5,0.5,0,0,0,1,4,3,4,5,3,6,2,5,3.50,6,2,6,2,7,1,5,5,5,5,3.57,3,6,4,6,6,5.00,4,6,5,5.00,5,6,4,4,6,5.25,6,6,6,4,5,5,5.20,5,3,5,5,6,5,5.20,5,5,6,6,2,4.50,6,6,6,6.00,3,Insurance Sales,0,1987,29,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,N/A,Biases based on people's ideology,2
338,0.5,0.5,0,0,0,1,3,5,6,4,4,2,6,6,5.00,5,3,5,3,5,3,6,5,6,6,4.57,6,4,7,5,4,5.20,4,5,4,4.33,5,5,3,5,5,5.00,5,5,5,6,5,5,5.20,6,2,6,5,6,5,5.60,5,5,5,3,5,5.00,6,6,6,6.00,3,Data Entry,0,1976,40,1,-0.50,0,0,1,0,0,0,,-0.50,2,5,3.00,2.50,1,,1,0,no,perception of bias,2
339,0.5,0.5,0,0,0,1,3,6,4,4,4,4,4,5,4.33,6,2,4,4,4,4,5,4,5,4,4.00,5,5,6,7,5,5.60,4,4,5,4.33,3,6,4,4,4,4.25,5,5,5,5,5,6,5.20,6,2,6,4,6,4,5.20,4,3,5,2,6,4.50,4,5,5,4.67,1,assistant,0,1990,26,2,0.50,0,0,0,1,0,0,,0.50,4,4,4.00,4.00,2,,1,0,,,2
340,0.5,0.5,0,0,0,1,5,6,7,2,6,3,5,7,6.00,3,5,3,5,4,4,6,7,7,7,5.86,7,6,6,5,3,5.40,4,5,5,4.67,1,1,6,2,1,1.25,2,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,1,1,1,7,1,1.00,7,7,6,6.67,3,manager,0,1970,46,1,-0.50,0,0,1,0,0,0,,-0.50,4,5,3.00,3.50,3,,1,0,no,not sure,2
341,0.5,0.5,0,0,0,1,2,3,3,6,2,5,3,6,3.17,6,2,6,2,6,2,5,6,5,6,4.00,6,6,7,5,5,5.80,2,3,3,2.67,5,6,2,6,5,5.50,5,6,5,5,6,2,4.80,6,3,5,6,6,6,5.80,5,5,3,2,6,4.75,7,7,7,7.00,3,Admin Assistant,0,1993,23,2,0.50,0,1,0,0,0,0,,0.50,2,6,2.00,2.00,1,,1,0,None,Reactions towards implicit bias,2
342,0.5,0.5,0,0,0,1,5,6,6,2,6,2,6,5,5.67,4,4,4,4,4,4,6,6,6,6,5.14,7,7,7,7,7,7.00,5,6,4,5.00,4,4,5,3,4,3.75,4,4,4,3,2,2,3.00,6,2,6,6,6,6,6.00,3,2,3,6,2,2.50,6,6,6,6.00,3,HOMEMAKER,0,1974,42,2,0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,2,,1,0,NO,I am not sure.,2
343,0.5,0.5,0,0,0,1,6,7,7,2,6,3,5,7,6.33,2,6,2,6,5,3,6,7,7,7,6.00,6,6,6,6,6,6.00,7,7,7,7.00,2,5,6,2,2,2.75,5,4,4,7,4,4,4.60,7,1,7,7,7,7,7.00,2,5,2,4,4,3.25,2,2,4,2.67,4,Mturk,0,1990,26,2,0.50,0,0,1,0,0,0,,-0.50,5,2,6.00,5.50,3,,1,0,no,To see why people hold prejudices,2
344,0.5,0.5,0,0,0,1,4,5,4,4,4,4,4,3,4.00,5,3,3,5,5,3,4,4,5,4,4.00,5,4,4,4,5,4.40,3,5,4,4.00,4,4,4,4,5,4.25,5,4,5,5,3,5,4.40,3,3,5,4,3,5,4.00,3,4,5,5,3,3.75,4,4,4,4.00,3,clerk,0,1985,31,1,-0.50,0,0,1,0,0,0,,-0.50,5,2,6.00,5.50,1,,1,0,,,2
345,0.5,0.5,0,0,0,1,2,6,7,6,2,1,7,6,5.00,6,2,6,2,7,1,7,7,7,7,4.71,7,6,7,4,4,5.60,6,7,7,6.67,7,7,1,7,7,7.00,6,1,2,7,2,1,2.60,7,2,6,7,7,7,6.80,6,7,7,1,7,6.75,6,6,7,6.33,3,accountant,0,1969,47,1,-0.50,0,0,1,0,0,0,,-0.50,5,7,1.00,3.00,1,,1,0,"thank you, very interesting.","I am not sure if the story of bias having a negative impact on someone's health, including early death, would affect my attitude towards the bias.",2
346,0.5,0.5,0,0,0,1,5,5,5,3,5,3,5,6,5.17,5,3,5,3,5,3,5,5,5,5,4.14,6,6,6,5,6,5.80,5,5,5,5.00,5,5,3,5,5,5.00,5,5,5,6,5,5,5.20,6,2,6,7,6,7,6.40,5,3,5,5,3,4.00,6,6,6,6.00,3,Contracts Administrator,0,1983,33,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,No,Learning about our admission of implicit bias towards certain groups of people.,2
347,0.5,0.5,0,0,0,1,4,4,4,3,5,5,3,5,4.17,4,4,4,4,4,4,6,6,6,6,5.14,4,4,3,4,4,3.80,4,4,4,4.00,2,4,1,7,1,3.50,4,1,1,1,4,1,1.60,7,4,4,7,4,6,5.60,2,2,2,2,6,3.00,4,5,5,4.67,3,homemaker,0,1969,47,2,0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,2,,1,0,na,to see views on bias,2
348,0.5,0.5,0,0,0,1,3,3,3,5,3,6,2,2,2.67,4,4,5,3,4,4,5,5,5,6,4.57,6,6,6,2,6,5.20,2,5,5,4.00,6,5,2,6,5,5.50,5,5,6,7,6,6,6.00,2,4,4,3,5,4,3.60,6,2,3,5,3,3.50,2,6,5,4.33,3,Operator,0,1983,33,2,0.50,0,0,1,0,0,0,,-0.50,3,6,2.00,2.50,3,,1,0,,The purpose might be to assess whether people in general use implicit bias in their everyday lives.,2
349,0.5,0.5,0,0,0,1,6,6,6,2,6,1,7,6,6.17,1,7,1,7,1,7,7,7,7,7,7.00,7,7,6,7,7,6.80,6,5,4,5.00,2,1,1,7,2,3.00,4,1,1,1,1,1,1.00,1,1,7,6,6,6,5.20,1,1,1,1,7,2.50,6,6,6,6.00,3,sales,0,1989,27,2,0.50,0,0,1,0,0,0,,-0.50,3,5,3.00,3.00,1,,1,0,no,To give awareness of agism bias in doctors.,2
350,0.5,0.5,0,0,0,1,5,6,6,6,2,3,5,6,5.00,3,5,3,5,3,5,5,6,6,6,5.43,6,6,6,5,5,5.60,6,6,6,6.00,3,3,5,3,3,3.00,5,6,6,6,6,6,6.00,6,2,6,6,6,6,6.00,2,2,2,6,2,2.00,6,6,6,6.00,3,software developer,0,1973,43,1,-0.50,0,0,1,0,0,0,,-0.50,6,5,3.00,4.50,2,,1,0,none,not sure,2
351,0.5,0.5,0,0,0,1,7,7,7,1,7,1,7,7,7.00,5,3,5,3,5,3,7,7,7,7,5.29,7,6,7,7,7,6.80,6,7,7,6.67,5,3,4,4,1,3.25,3,1,1,3,1,1,1.40,7,1,7,7,7,7,7.00,3,1,3,6,2,2.25,7,7,7,7.00,3,Education,0,1957,59,2,0.50,1,0,0,0,0,0,,0.50,5,5,3.00,4.00,3,,1,0,no,Thoughts on bias in medicine.,2
352,0.5,0.5,0,0,0,1,3,3,6,4,4,4,4,5,4.17,3,5,3,5,3,5,6,6,4,6,5.29,6,6,6,4,5,5.40,6,6,4,5.33,4,4,4,4,2,3.50,4,2,4,4,4,3,3.40,6,2,6,6,6,6,6.00,4,2,2,6,2,2.50,4,5,5,4.67,3,Prep Cook,0,1990,26,1,-0.50,1,0,1,0,0,1,Mixed Race (White & Black),0.50,4,6,2.00,3.00,3,,1,0,Great study.,How people feel about bias.,2
353,0.5,0.5,0,0,0,1,4,4,4,4,4,2,6,4,4.33,4,4,4,4,4,4,6,7,7,7,5.57,6,6,6,5,5,5.60,5,6,5,5.33,5,3,3,5,3,4.00,5,1,1,1,1,1,1.00,7,1,7,7,7,7,7.00,1,1,1,6,2,1.25,5,5,6,5.33,3,Processing Clerk II,0,1982,34,1,-0.50,0,1,0,0,0,0,,0.50,1,7,1.00,1.00,1,,1,0,,To determine how people feel about biases and whether they can be controlled.,2
354,0.5,0.5,0,0,0,1,5,5,5,3,5,4,4,5,4.83,3,5,3,5,3,5,6,6,6,6,5.57,5,6,5,5,5,5.20,6,6,6,6.00,3,3,5,3,3,3.00,4,2,3,3,2,3,2.60,6,2,6,5,6,3,5.20,3,2,3,6,2,2.50,3,3,4,3.33,3,internet marketer,0,1964,52,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,3,,1,0,no,dont know,2
355,0.5,0.5,0,0,0,1,4,5,5,2,6,2,6,6,5.33,2,6,4,4,7,1,5,6,5,6,4.71,7,3,6,5,4,5.00,2,6,5,4.33,5,6,2,6,5,5.50,6,1,2,5,2,1,2.20,6,1,7,6,7,4,6.00,5,3,4,2,6,4.50,3,6,6,5.00,3,software tester,0,1979,37,2,0.50,0,0,0,1,0,0,,0.50,2,6,2.00,2.00,1,,1,0,none,Maybe reactions to bias in treatment of older people.,2
356,0.5,0.5,0,0,0,1,3,4,2,5,3,3,5,5,3.67,5,3,4,4,6,2,5,5,3,5,3.86,4,6,5,5,5,5.00,5,4,5,4.67,4,3,5,3,5,3.75,5,5,5,4,4,3,4.20,6,5,3,4,4,3,4.00,5,3,3,4,4,3.75,4,5,4,4.33,2,stylist,0,1987,29,2,0.50,0,0,1,0,0,0,,-0.50,3,6,2.00,2.50,1,,1,0,,,2
357,0.5,0.5,0,0,0,1,6,6,6,1,7,1,7,6,6.33,1,7,2,6,2,6,7,7,7,7,6.71,7,7,7,7,7,7.00,4,5,4,4.33,6,6,2,6,6,6.00,5,2,2,2,2,2,2.00,7,2,6,7,2,6,5.60,2,2,2,6,2,2.00,5,5,5,5.00,3,N/A,0,1971,45,2,0.50,1,0,0,0,0,0,,0.50,1,7,1.00,1.00,1,,1,0,No.,I don't know.,3
358,0.5,0.5,0,0,0,1,5,5,5,3,5,3,5,5,5.00,4,4,3,5,3,5,6,6,6,6,5.43,5,4,5,5,4,4.60,4,5,4,4.33,5,5,3,5,5,5.00,4,3,2,3,3,2,2.60,6,2,6,6,6,6,6.00,4,4,4,4,4,4.00,5,5,6,5.33,3,service,0,1964,52,1,-0.50,0,0,1,0,0,0,,-0.50,3,3,5.00,4.00,3,,1,0,none,unsure,2
359,0.5,0.5,0,0,0,1,6,6,6,2,6,2,6,6,6.00,5,3,5,3,3,5,6,7,7,7,5.43,6,5,6,6,5,5.60,6,6,5,5.67,6,6,2,6,6,6.00,5,5,5,5,2,2,3.80,2,2,6,6,6,6,5.20,6,5,5,2,6,5.50,6,6,6,6.00,3,RETIRED,0,1959,57,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,,bias by different genders and ages,2
360,0.5,0.5,0,0,0,1,5,5,4,4,4,2,6,6,5.00,2,6,2,6,2,6,6,5,5,5,5.57,4,4,6,4,1,3.80,5,4,4,4.33,4,4,4,4,4,4.00,4,2,2,4,2,2,2.40,6,1,7,6,6,6,6.20,4,4,4,4,4,4.00,6,4,4,4.67,3,Manager,0,1983,33,1,-0.50,0,0,1,0,0,0,,-0.50,4,4,4.00,4.00,3,,1,0,No,I don't know,2
361,0.5,0.5,0,0,0,1,4,5,2,2,6,5,3,3,3.83,5,3,6,2,3,5,4,5,4,2,3.57,5,4,5,4,3,4.20,4,4,3,3.67,5,4,2,6,5,5.00,2,6,4,4,5,3,4.40,2,5,3,5,6,3,3.80,5,2,2,4,4,3.25,#NULL!,5,6,5.50,3,Data Entry Specialist,0,1990,26,1,-0.50,0,1,0,0,0,0,,0.50,2,5,3.00,2.50,1,,1,0,,,2
362,0.5,0.5,0,0,0,1,6,7,7,1,7,4,4,7,6.33,4,4,2,6,2,6,7,7,7,7,6.29,7,7,7,7,7,7.00,7,7,7,7.00,6,6,1,7,6,6.25,4,2,2,2,2,2,2.00,2,6,2,2,2,2,2.00,6,2,2,4,4,3.50,7,7,7,7.00,3,software developer,0,1983,33,2,0.50,0,0,0,0,1,0,,0.50,2,5,3.00,2.50,3,,1,0,no,To study people's opinions on the healthcare industry & bias.,2
363,0.5,0.5,0,0,0,1,6,7,7,2,6,2,6,7,6.50,4,4,4,4,4,4,6,6,6,6,5.14,7,6,7,6,3,5.80,5,6,5,5.33,5,5,3,5,5,5.00,5,4,4,3,3,3,3.40,5,3,5,5,4,4,4.60,5,4,5,3,5,4.75,5,5,5,5.00,3,retired,0,1952,64,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,no,not sure,2
364,0.5,0.5,0,0,0,1,7,6,6,2,6,1,7,7,6.50,3,5,4,4,5,3,7,7,7,7,5.71,7,7,7,7,7,7.00,6,7,7,6.67,4,4,4,4,4,4.00,5,4,4,4,4,4,4.00,6,2,6,6,6,6,6.00,5,5,5,3,5,5.00,5,5,7,5.67,3,Construction,0,1961,55,1,-0.50,0,0,1,0,0,0,,-0.50,6,1,7.00,6.50,2,,1,0,None,I really don't know.,2
365,0.5,0.5,0,0,0,1,5,6,6,3,5,1,7,7,6.00,5,3,5,3,5,3,6,7,7,7,5.14,6,4,7,4,5,5.20,4,5,3,4.00,5,4,2,6,4,4.75,5,1,1,5,2,2,2.20,7,3,5,7,7,7,6.60,4,3,5,6,2,3.50,6,5,5,5.33,3,Computer Programmer,0,1970,46,1,-0.50,0,0,0,1,0,0,,0.50,4,5,3.00,3.50,3,,1,0,,Have no idea,1
366,0.5,0.5,0,0,0,1,6,7,7,2,6,1,7,7,6.67,3,5,2,6,2,6,7,7,7,7,6.43,7,7,7,7,7,7.00,5,6,5,5.33,5,5,3,5,2,4.25,5,3,5,5,2,1,3.20,7,2,6,7,6,6,6.40,2,1,2,7,1,1.50,7,6,7,6.67,3,Acquisition Analyst,0,1965,51,2,0.50,0,0,1,0,0,0,,-0.50,1,7,1.00,1.00,1,,1,0,no,How we perceive our own biases after reading about bias in others,2
367,0.5,0.5,0,0,0,1,5,5,5,3,5,4,4,6,5.00,5,3,3,5,5,3,6,6,6,7,5.14,6,5,6,5,3,5.00,4,5,4,4.33,5,5,2,6,5,5.25,6,5,5,3,5,3,4.20,6,3,5,6,7,5,5.80,5,5,6,3,5,5.25,6,5,6,5.67,3,none,0,1996,20,1,-0.50,0,0,1,0,1,0,,0.50,2,5,3.00,2.50,3,,1,0,,To see how people feel about bias after reading about the results of bias,2
368,0.5,0.5,0,0,0,1,6,6,6,2,6,2,6,6,6.00,3,5,3,5,4,4,7,7,7,7,6.00,6,6,6,6,6,6.00,4,5,4,4.33,5,5,2,6,4,5.00,5,6,6,6,5,5,5.60,6,2,6,6,6,6,6.00,4,3,3,4,4,3.50,5,5,5,5.00,3,unemployed entomologist,0,1963,53,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,1,,1,0,"I guess I should be understanding that doctors are going to have implicit biases, but I just cannot find it in my heart to forgive them. I have seen doctors treat my elderly parents dismissively, and it makes me very angry. They should know better.",some kind of bias study,3
369,0.5,0.5,0,0,0,1,4,5,5,4,4,3,5,5,4.67,6,2,6,2,6,2,5,5,5,5,3.71,6,4,4,3,5,4.40,3,5,3,3.67,6,6,3,5,4,5.25,3,7,7,7,7,7,7.00,5,4,4,5,4,5,4.60,5,3,4,4,4,4.00,7,7,7,7.00,3,City Worker,0,1991,25,1,-0.50,0,0,1,0,0,0,,-0.50,6,1,7.00,6.50,2,,1,0,,To see how people view bias,2
370,0.5,0.5,0,0,0,1,3,6,6,3,5,3,5,6,5.17,4,4,5,3,5,3,5,6,6,6,4.71,3,4,3,3,4,3.40,6,6,5,5.67,6,6,3,5,6,5.75,5,3,3,5,3,3,3.40,3,4,4,2,5,3,3.40,5,5,5,3,5,5.00,3,6,6,5.00,3,baker,0,1996,20,1,-0.50,0,0,1,0,0,0,,-0.50,6,1,7.00,6.50,2,,1,0,,how bias affects your life.,2
371,0.5,0.5,0,0,0,1,3,4,5,5,3,6,2,5,3.67,5,3,5,3,6,2,5,5,4,5,3.86,4,5,6,2,2,3.80,1,2,2,1.67,6,7,4,4,6,5.75,3,6,7,7,6,5,6.20,6,4,4,6,4,5,5.00,6,3,4,2,6,4.75,3,3,4,3.33,3,Homemaker,0,1987,29,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,None,Whether or not the average citizen is aware of and/or agrees with implicit bias.,2
372,0.5,0.5,0,0,0,1,1,2,3,5,3,3,5,3,2.83,5,3,5,3,5,3,6,6,6,6,4.71,7,6,6,4,6,5.80,3,3,3,3.00,6,6,2,6,6,6.00,5,5,7,5,5,3,5.00,7,1,7,7,7,5,6.60,6,2,5,3,5,4.50,6,6,6,6.00,3,stay at home parent,0,1980,36,2,0.50,0,0,1,0,0,0,,-0.50,5,5,3.00,4.00,3,,1,0,,,2
373,0.5,0.5,0,0,0,1,5,5,5,5,3,5,3,5,4.33,5,3,5,3,5,3,6,7,6,6,4.86,6,6,6,6,6,6.00,6,6,6,6.00,6,6,6,2,6,5.00,5,6,6,6,6,6,6.00,6,6,2,5,6,6,5.00,6,6,6,3,5,5.75,2,4,2,2.67,4,Resident Manager,0,1985,31,2,0.50,1,0,0,0,0,0,,0.50,5,4,4.00,4.50,1,,1,0,,N/A,1
374,0.5,0.5,0,0,0,1,5,5,5,4,4,3,5,5,4.83,4,4,3,5,4,4,6,5,5,5,4.86,5,4,4,3,3,3.80,4,4,3,3.67,5,5,3,5,5,5.00,5,4,4,5,4,3,4.00,7,3,5,6,7,6,6.20,5,6,5,3,5,5.25,6,6,6,6.00,3,Homemaker,0,1984,32,2,0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,2,,1,0,,I think it was to pair people's implicit racism with their demographic information.,1
375,0.5,0.5,0,0,0,1,4,4,4,3,5,4,4,4,4.17,4,4,4,4,4,4,5,6,5,6,4.86,4,4,4,4,4,4.00,4,4,4,4.00,6,6,4,4,6,5.50,2,4,4,4,4,4,4.00,5,4,4,5,5,6,5.00,4,3,2,5,3,3.00,3,4,4,3.67,3,assembler,0,1952,64,1,-0.50,0,0,1,0,0,0,,-0.50,7,1,7.00,7.00,4,Tea Party,1,0,no,"something about implicit bias & ageism, correlated w/ demographics?",2
376,0.5,0.5,0,0,0,1,3,5,5,2,6,1,7,6,5.33,5,3,5,3,6,2,7,7,7,7,5.14,7,4,7,5,3,5.20,4,5,4,4.33,7,7,2,6,7,6.75,6,5,3,6,5,5,4.80,7,2,6,7,6,6,6.40,6,6,6,1,7,6.25,7,7,7,7.00,3,Psychology Intern,0,1988,28,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,1,,1,0,"The question (or the correct answer, I can't remember) about the definition of implicit bias has a grammatical error.",To determine whether responses about doctors based on the article are associated with people's perceptions of their own implicit biases.,2
377,0.5,0.5,0,0,0,1,7,6,5,5,3,2,6,4,5.17,1,7,5,3,6,2,6,5,3,5,4.43,2,6,5,2,5,4.00,5,4,3,4.00,1,2,7,1,2,1.50,5,1,4,5,2,3,3.00,3,4,4,2,4,6,3.80,5,5,2,2,6,4.50,4,6,7,5.67,3,lawyer,0,1970,46,2,0.50,1,0,0,0,0,0,,0.50,2,1,7.00,4.50,2,,1,0,no,I do not know,2
378,0.5,0.5,0,0,0,1,5,6,6,2,6,2,6,5,5.67,5,3,5,3,5,3,6,6,6,6,4.71,6,6,4,4,2,4.40,2,4,2,2.67,3,3,5,3,2,2.75,3,1,1,1,1,1,1.00,6,3,5,6,6,6,5.80,2,1,1,7,1,1.25,5,5,2,4.00,3,manufacturing,0,1990,26,1,-0.50,0,0,1,0,0,0,,-0.50,5,2,6.00,5.50,2,,1,0,,not sure,2
379,0.5,0.5,0,0,0,1,7,7,7,1,7,1,7,7,7.00,1,7,1,7,1,7,7,7,7,7,7.00,7,7,7,7,7,7.00,7,7,7,7.00,6,2,2,6,2,4.00,6,5,5,5,2,2,3.80,2,3,5,2,3,5,3.40,5,5,5,3,5,5.00,5,5,5,5.00,1,office manager,0,1974,42,2,0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,2,,1,0,,hypocrisy - if Dr are bias and if you are bias,2
380,0.5,0.5,0,0,0,1,3,6,5,3,5,3,5,6,5.00,2,6,3,5,3,5,6,6,6,6,5.71,7,6,7,6,6,6.40,4,7,6,5.67,5,5,3,5,5,5.00,6,6,6,6,6,6,6.00,6,2,6,5,6,6,5.80,5,5,5,3,5,5.00,6,6,6,6.00,3,Homemaker,0,1994,22,2,0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,,,2
381,0.5,0.5,0,0,0,1,5,6,3,5,3,3,5,5,4.50,6,2,7,1,5,3,3,3,5,7,3.43,3,5,4,4,6,4.40,4,6,6,5.33,3,5,6,2,4,3.50,6,6,5,6,5,5,5.40,4,5,3,6,4,6,4.60,6,4,2,3,5,4.25,3,5,6,4.67,1,student,0,1995,21,1,-0.50,0,0,1,0,0,0,,-0.50,6,2,6.00,6.00,2,,1,0,nope,To see my opinions and views,2
382,0.5,0.5,0,0,0,1,5,5,5,3,5,2,6,5,5.17,3,5,4,4,4,4,6,4,5,5,4.71,7,4,7,4,4,5.20,5,7,7,6.33,7,7,2,6,7,6.75,5,6,6,7,6,6,6.20,6,4,4,6,5,5,5.20,6,6,6,2,6,6.00,4,4,4,4.00,3,behavior therapist,0,1986,30,2,0.50,0,0,1,0,0,0,,-0.50,1,6,2.00,1.50,1,,1,0,none,not sure,2
383,0.5,0.5,0,0,0,1,5,4,3,3,5,2,6,5,4.67,5,3,5,3,6,2,6,5,5,5,4.14,5,3,3,3,3,3.40,3,4,3,3.33,5,5,3,5,3,4.50,5,4,4,4,3,4,3.80,6,2,6,6,6,6,6.00,4,5,5,2,6,5.00,6,6,5,5.67,3,Unemployed,0,1975,41,1,-0.50,0,0,1,0,0,0,,-0.50,5,3,5.00,5.00,2,,1,0,,,2
384,0.5,0.5,0,0,0,1,4,5,4,5,3,3,5,5,4.33,4,4,4,4,4,4,5,5,5,5,4.57,5,5,5,5,5,5.00,4,5,5,4.67,5,5,3,5,5,5.00,5,5,3,3,3,3,3.40,5,3,5,5,5,5,5.00,5,5,5,3,5,5.00,3,5,5,4.33,3,Entrepreneur,0,1986,30,1,-0.50,0,1,0,0,0,0,,0.50,3,4,4.00,3.50,3,,1,0,,,2
385,0.5,0.5,0,0,0,1,6,6,6,1,7,4,4,6,5.83,2,6,2,6,2,6,7,7,7,5,6.29,7,6,6,6,6,6.20,6,6,4,5.33,6,6,3,5,6,5.75,4,7,6,6,6,6,6.20,6,2,6,6,6,6,6.00,6,4,6,3,5,5.25,6,6,6,6.00,3,Designer,0,1983,33,2,0.50,0,1,0,0,0,0,,0.50,4,4,4.00,4.00,3,,1,0,No,How I view bias and prejudice in myself?,2
386,0.5,0.5,0,0,0,1,3,5,5,3,5,3,5,5,4.67,3,5,5,3,5,3,5,5,5,5,4.43,6,6,6,4,5,5.40,5,4,4,4.33,4,4,4,4,4,4.00,6,4,4,5,5,5,4.60,4,4,4,4,4,4,4.00,4,4,2,4,4,3.50,5,6,6,5.67,3,Accountant,0,1987,29,1,-0.50,0,1,1,0,0,0,,0.50,5,5,3.00,4.00,3,,1,0,,To figure out how people think on stereotypes.,2
387,0.5,0.5,0,0,0,1,5,5,5,4,4,7,1,5,4.17,4,4,4,4,4,4,2,4,2,4,3.43,6,2,4,2,4,3.60,5,5,4,4.67,5,5,2,6,5,5.25,3,5,4,7,4,5,5.00,5,6,2,5,2,4,3.60,5,5,5,6,2,4.25,2,5,5,4.00,3,tutor,0,1991,25,2,0.50,0,0,0,1,0,0,,0.50,4,4,4.00,4.00,4,neutral,1,0,,,2
388,0.5,0.5,0,0,0,1,4,4,4,4,4,4,4,4,4.00,4,4,5,3,5,3,4,4,4,4,3.71,1,2,2,1,2,1.60,4,4,4,4.00,1,4,4,4,1,2.50,1,4,2,4,2,2,2.80,6,2,6,6,4,6,5.60,4,4,1,6,2,2.75,6,6,6,6.00,3,Disabled,0,1963,53,1,-0.50,0,0,1,0,0,0,,-0.50,2,6,2.00,2.00,1,,1,1,I question the validity of the Yale study.,,2
389,0.5,0.5,0,0,0,1,5,5,5,4,4,4,4,4,4.50,5,3,3,5,3,5,5,4,6,5,4.71,6,5,6,5,4,5.20,6,6,6,6.00,3,4,4,4,4,3.75,3,4,3,4,3,4,3.60,4,2,6,4,5,5,4.80,3,3,3,5,3,3.00,6,6,6,6.00,3,photographer,0,1985,31,1,-0.50,1,0,0,0,0,0,,0.50,3,5,3.00,3.00,3,,1,0,Thanks!,stereotypes.,2
390,0.5,0.5,0,0,0,1,6,6,7,3,5,3,5,5,5.67,3,5,3,5,5,3,7,7,7,6,5.71,6,5,3,5,6,5.00,5,6,2,4.33,2,2,6,2,2,2.00,5,2,5,6,2,2,3.40,7,2,6,7,7,7,6.80,5,3,2,2,6,4.00,5,6,6,5.67,3,receptionist,0,1968,48,2,0.50,1,0,0,0,0,0,,0.50,5,6,2.00,3.50,1,,1,0,Thank you for giving me the opportunity to complete your survey.,I think this was a test to see how we judge others for the same thoughts or attitudes.,2
